scenario_name,protocol_family,soundness_assumption,security_target_bits,cost_scenario_name,rate_parameter_name,log_rate,reciprocal_rate,grinding_bits,minimum_secure_query_count,total_explicit_query_count,chunk_size,proof_bytes,predicted_cu,lower_cu,upper_cu,verification_core_cu,transport_overhead_cu,cu_budget_fraction,proof_transport_pressure,assumption_qualified_feasible,assumption_feasibility_reasons,lower_bound_model_feasible,lower_bound_model_feasibility_reasons
qualified-circle-t100-r16-g24-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,100.0,m31_mul_0p75,log_blowup,4,16,24,19,19,640,10464,2880543.471926,2821522.076637,2939564.867216,2868555.124797,11988.347129,2.057531,8.493506,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g24-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,4,16,24,19,19,640,10464,2880543.471926,2821522.076637,2939564.867216,2868555.124797,11988.347129,2.057531,8.493506,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_proven-baseline,Circle,fri_proven,100.0,baseline,log_blowup,4,16,32,34,34,640,14784,5387906.988812,5328885.593522,5446928.384102,5371266.484436,16640.504376,3.848505,12.000000,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,100.0,fenzi_whir_core_0p8,log_blowup,4,16,32,34,34,640,14784,5387906.988812,5328885.593522,5446928.384102,5371266.484436,16640.504376,3.848505,12.000000,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_proven-m31_mul_0p75,Circle,fri_proven,100.0,m31_mul_0p75,log_blowup,4,16,32,34,34,640,14784,4248924.444633,4189903.049343,4307945.839922,4232283.940257,16640.504376,3.034946,12.000000,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,4,16,32,34,34,640,14784,4248924.444633,4189903.049343,4307945.839922,4232283.940257,16640.504376,3.034946,12.000000,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_conjectured-baseline,Circle,fri_conjectured,100.0,baseline,log_blowup,4,16,32,17,17,640,9888,3366803.536974,3307782.141684,3425824.932263,3355447.149791,11356.387183,2.404860,8.025974,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8,log_blowup,4,16,32,17,17,640,9888,3366803.536974,3307782.141684,3425824.932263,3355447.149791,11356.387183,2.404860,8.025974,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,100.0,m31_mul_0p75,log_blowup,4,16,32,17,17,640,9888,2698081.003252,2639059.607963,2757102.398542,2686724.616069,11356.387183,1.927201,8.025974,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r16-g32-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,4,16,32,17,17,640,9888,2698081.003252,2639059.607963,2757102.398542,2686724.616069,11356.387183,1.927201,8.025974,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_proven-baseline,Circle,fri_proven,100.0,baseline,log_blowup,5,32,0,40,40,640,17880,6135761.724238,6076740.328948,6194783.119528,6115965.176609,19796.547629,4.382687,14.512987,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,100.0,fenzi_whir_core_0p8,log_blowup,5,32,0,40,40,640,17880,6135761.724238,6076740.328948,6194783.119528,6115965.176609,19796.547629,4.382687,14.512987,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_proven-m31_mul_0p75,Circle,fri_proven,100.0,m31_mul_0p75,log_blowup,5,32,0,40,40,640,17880,4830805.058721,4771783.663431,4889826.454011,4811008.511092,19796.547629,3.450575,14.512987,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,0,40,40,640,17880,4830805.058721,4771783.663431,4889826.454011,4811008.511092,19796.547629,3.450575,14.512987,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_conjectured-baseline,Circle,fri_conjectured,100.0,baseline,log_blowup,5,32,0,20,20,640,11480,3741020.846199,3681999.450909,3800042.241488,3728051.537197,12969.309002,2.672158,9.318182,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8,log_blowup,5,32,0,20,20,640,11480,3741020.846199,3681999.450909,3800042.241488,3728051.537197,12969.309002,2.672158,9.318182,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,100.0,m31_mul_0p75,log_blowup,5,32,0,20,20,640,11480,2989311.251808,2930289.856518,3048332.647098,2976341.942806,12969.309002,2.135222,9.318182,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g0-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,0,20,20,640,11480,2989311.251808,2930289.856518,3048332.647098,2976341.942806,12969.309002,2.135222,9.318182,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 100.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_proven-baseline,Circle,fri_proven,100.0,baseline,log_blowup,5,32,8,37,37,640,16928,5776892.038157,5717870.642867,5835913.433446,5758025.688484,18866.349673,4.126351,13.740260,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,100.0,fenzi_whir_core_0p8,log_blowup,5,32,8,37,37,640,16928,5776892.038157,5717870.642867,5835913.433446,5758025.688484,18866.349673,4.126351,13.740260,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_proven-m31_mul_0p75,Circle,fri_proven,100.0,m31_mul_0p75,log_blowup,5,32,8,37,37,640,16928,4554922.433309,4495901.038019,4613943.828598,4536056.083636,18866.349673,3.253516,13.740260,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,8,37,37,640,16928,4554922.433309,4495901.038019,4613943.828598,4536056.083636,18866.349673,3.253516,13.740260,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 100.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_conjectured-baseline,Circle,fri_conjectured,100.0,baseline,log_blowup,5,32,8,19,19,640,11168,3621625.247921,3562603.852632,3680646.643211,3608903.413013,12721.834908,2.586875,9.064935,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 103.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8,log_blowup,5,32,8,19,19,640,11168,3621625.247921,3562603.852632,3680646.643211,3608903.413013,12721.834908,2.586875,9.064935,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 103.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,100.0,m31_mul_0p75,log_blowup,5,32,8,19,19,640,11168,2897578.007087,2838556.611797,2956599.402376,2884856.172178,12721.834908,2.069699,9.064935,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 103.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g8-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,8,19,19,640,11168,2897578.007087,2838556.611797,2956599.402376,2884856.172178,12721.834908,2.069699,9.064935,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 103.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_proven-baseline,Circle,fri_proven,100.0,baseline,log_blowup,5,32,16,34,34,640,15968,5417593.364103,5358571.968813,5476614.759392,5399838.642572,17754.721530,3.869710,12.961039,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,100.0,fenzi_whir_core_0p8,log_blowup,5,32,16,34,34,640,15968,5417593.364103,5358571.968813,5476614.759392,5399838.642572,17754.721530,3.869710,12.961039,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_proven-m31_mul_0p75,Circle,fri_proven,100.0,m31_mul_0p75,log_blowup,5,32,16,34,34,640,15968,4278610.819923,4219589.424634,4337632.215213,4260856.098393,17754.721530,3.056151,12.961039,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,16,34,34,640,15968,4278610.819923,4219589.424634,4337632.215213,4260856.098393,17754.721530,3.056151,12.961039,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_conjectured-baseline,Circle,fri_conjectured,100.0,baseline,log_blowup,5,32,16,17,17,640,10528,3382151.160117,3323129.764828,3441172.555407,3370112.049072,12039.111046,2.415822,8.545455,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8,log_blowup,5,32,16,17,17,640,10528,3382151.160117,3323129.764828,3441172.555407,3370112.049072,12039.111046,2.415822,8.545455,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,100.0,m31_mul_0p75,log_blowup,5,32,16,17,17,640,10528,2713428.626396,2654407.231106,2772450.021685,2701389.515350,12039.111046,1.938163,8.545455,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g16-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,16,17,17,640,10528,2713428.626396,2654407.231106,2772450.021685,2701389.515350,12039.111046,1.938163,8.545455,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 101.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_proven-baseline,Circle,fri_proven,100.0,baseline,log_blowup,5,32,24,31,31,640,15008,5058469.774745,4999448.379455,5117491.170034,5041651.596660,16818.178085,3.613193,12.181818,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,100.0,fenzi_whir_core_0p8,log_blowup,5,32,24,31,31,640,15008,5058469.774745,4999448.379455,5117491.170034,5041651.596660,16818.178085,3.613193,12.181818,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_proven-m31_mul_0p75,Circle,fri_proven,100.0,m31_mul_0p75,log_blowup,5,32,24,31,31,640,15008,4002474.291235,3943452.895945,4061495.686524,3985656.113150,16818.178085,2.858910,12.181818,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,24,31,31,640,15008,4002474.291235,3943452.895945,4061495.686524,3985656.113150,16818.178085,2.858910,12.181818,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 101.5 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_conjectured-baseline,Circle,fri_conjectured,100.0,baseline,log_blowup,5,32,24,16,16,640,10208,3262326.573867,3203305.178578,3321347.969157,3250716.367101,11610.206766,2.330233,8.285714,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 104.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8,log_blowup,5,32,24,16,16,640,10208,3262326.573867,3203305.178578,3321347.969157,3250716.367101,11610.206766,2.330233,8.285714,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 104.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,100.0,m31_mul_0p75,log_blowup,5,32,24,16,16,640,10208,2621266.393702,2562244.998412,2680287.788991,2609656.186936,11610.206766,1.872333,8.285714,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 104.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g24-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,24,16,16,640,10208,2621266.393702,2562244.998412,2680287.788991,2609656.186936,11610.206766,1.872333,8.285714,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 104.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_proven-baseline,Circle,fri_proven,100.0,baseline,log_blowup,5,32,32,28,28,640,14048,4699171.100691,4640149.705401,4758192.495980,4683464.550748,15706.549942,3.356551,11.402597,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,100.0,fenzi_whir_core_0p8,log_blowup,5,32,32,28,28,640,14048,4699171.100691,4640149.705401,4758192.495980,4683464.550748,15706.549942,3.356551,11.402597,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_proven-m31_mul_0p75,Circle,fri_proven,100.0,m31_mul_0p75,log_blowup,5,32,32,28,28,640,14048,3726162.677850,3667141.282560,3785184.073139,3710456.127907,15706.549942,2.661545,11.402597,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,32,28,28,640,14048,3726162.677850,3667141.282560,3785184.073139,3710456.127907,15706.549942,2.661545,11.402597,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_conjectured-baseline,Circle,fri_conjectured,100.0,baseline,log_blowup,5,32,32,14,14,640,9568,3022852.486063,2963831.090774,3081873.881353,3011925.003160,10927.482904,2.159180,7.766234,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8,log_blowup,5,32,32,14,14,640,9568,3022852.486063,2963831.090774,3081873.881353,3011925.003160,10927.482904,2.159180,7.766234,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,100.0,m31_mul_0p75,log_blowup,5,32,32,14,14,640,9568,2437117.013011,2378095.617721,2496138.408300,2426189.530107,10927.482904,1.740798,7.766234,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t100-r32-g32-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,100.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,5,32,32,14,14,640,9568,2437117.013011,2378095.617721,2496138.408300,2426189.530107,10927.482904,1.740798,7.766234,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 102.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_proven-baseline,Circle,fri_proven,120.0,baseline,log_blowup,1,2,0,240,240,640,50776,29261713.525699,29202692.130409,29320734.920989,29206719.920710,54993.604988,20.901224,41.214286,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,120.0,fenzi_whir_core_0p8,log_blowup,1,2,0,240,240,640,50776,29261713.525699,29202692.130409,29320734.920989,29206719.920710,54993.604988,20.901224,41.214286,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_proven-m31_mul_0p75,Circle,fri_proven,120.0,m31_mul_0p75,log_blowup,1,2,0,240,240,640,50776,22424286.148918,22365264.753629,22483307.544208,22369292.543930,54993.604988,16.017347,41.214286,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,120.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,1,2,0,240,240,640,50776,22424286.148918,22365264.753629,22483307.544208,22369292.543930,54993.604988,16.017347,41.214286,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_conjectured-baseline,Circle,fri_conjectured,120.0,baseline,log_blowup,1,2,0,120,120,640,27736,15302329.174329,15243307.779040,15361350.569619,15271913.628397,30415.545932,10.930235,22.512987,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,120.0,fenzi_whir_core_0p8,log_blowup,1,2,0,120,120,640,27736,15302329.174329,15243307.779040,15361350.569619,15271913.628397,30415.545932,10.930235,22.512987,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,120.0,m31_mul_0p75,log_blowup,1,2,0,120,120,640,27736,11784384.224307,11725362.829017,11843405.619596,11753968.678375,30415.545932,8.417417,22.512987,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g0-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,120.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,1,2,0,120,120,640,27736,11784384.224307,11725362.829017,11843405.619596,11753968.678375,30415.545932,8.417417,22.512987,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_proven-baseline,Circle,fri_proven,120.0,baseline,log_blowup,1,2,8,224,224,640,47712,27400681.165187,27341659.769897,27459702.560476,27348993.306189,51687.858998,19.571915,38.727273,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,120.0,fenzi_whir_core_0p8,log_blowup,1,2,8,224,224,640,47712,27400681.165187,27341659.769897,27459702.560476,27348993.306189,51687.858998,19.571915,38.727273,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_proven-m31_mul_0p75,Circle,fri_proven,120.0,m31_mul_0p75,log_blowup,1,2,8,224,224,640,47712,21005851.445307,20946830.050018,21064872.840597,20954163.586309,51687.858998,15.004180,38.727273,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_proven-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_proven,120.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,1,2,8,224,224,640,47712,21005851.445307,20946830.050018,21064872.840597,20954163.586309,51687.858998,15.004180,38.727273,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_conjectured-baseline,Circle,fri_conjectured,120.0,baseline,log_blowup,1,2,8,112,112,640,26208,14371852.403363,14312831.008074,14430873.798653,14343174.100030,28678.303333,10.265609,21.272727,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_conjectured-fenzi_whir_core_0p8,Circle,fri_conjectured,120.0,fenzi_whir_core_0p8,log_blowup,1,2,8,112,112,640,26208,14371852.403363,14312831.008074,14430873.798653,14343174.100030,28678.303333,10.265609,21.272727,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_conjectured-m31_mul_0p75,Circle,fri_conjectured,120.0,m31_mul_0p75,log_blowup,1,2,8,112,112,640,26208,11075206.281791,11016184.886502,11134227.677081,11046527.978458,28678.303333,7.910862,21.272727,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g8-fri_conjectured-fenzi_whir_core_0p8_plus_m31_mul_0p75,Circle,fri_conjectured,120.0,fenzi_whir_core_0p8_plus_m31_mul_0p75,log_blowup,1,2,8,112,112,640,26208,11075206.281791,11016184.886502,11134227.677081,11046527.978458,28678.303333,7.910862,21.272727,false,predicted CU exceeds the transaction compute budget; fri_conjectured soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g16-fri_proven-baseline,Circle,fri_proven,120.0,baseline,log_blowup,1,2,16,208,208,640,44640,25539394.901398,25480373.506109,25598416.296688,25491019.133880,48375.767518,18.242425,36.233766,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g16-fri_proven-fenzi_whir_core_0p8,Circle,fri_proven,120.0,fenzi_whir_core_0p8,log_blowup,1,2,16,208,208,640,44640,25539394.901398,25480373.506109,25598416.296688,25491019.133880,48375.767518,18.242425,36.233766,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
qualified-circle-t120-r2-g16-fri_proven-m31_mul_0p75,Circle,fri_proven,120.0,m31_mul_0p75,log_blowup,1,2,16,208,208,640,44640,19587162.838420,19528141.443130,19646184.233709,19538787.070902,48375.767518,13.990831,36.233766,false,predicted CU exceeds the transaction compute budget; fri_proven soundness term 120.0 bits is below the 128.0-bit target,false,predicted CU exceeds the transaction compute budget
